uID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
26,213.86299990051592,-1.3817361485273019,-3.8100008580322395,-1.3686245732158038,-0.5970114092898398,-2.400540110353709,2.6806336644153235,-3.2686283105082587,1.6107196046569383,0.2676862058962465,-1.1999363187507137,0.003240340016069765,1.557873238325507,1.4555403550770736,-0.40945816060656326,1.7043639116773883,2.4510672491253684,0.30928002948263633,0.014524745665886546,0.4419271449491762
27,217.2075119571662,-0.16997143043656182,-0.4390555627498318,1.489690991895816,-0.5388560207989028,0.6377399439361013,0.4087368267586663,0.11161393650410267,0.2055025112036044,0.663058413835598,-0.39220154769558424,0.3967429053494404,-0.30101576271851993,-0.7788748437816454,1.288465660729023,0.08049319095797292,-0.21620340258351312,0.48337549024054316,-0.11747631358235497,-0.04054992593423701
28,216.97323242228424,0.4924612587430379,-0.15875768815954938,0.303681710393374,-0.3911894198732481,0.9701279593040251,-0.08667150565355819,-0.08024577591641768,0.6827679547460037,1.2288518081397095,0.36437353827737295,0.4495705817164674,-0.8452446648617884,0.2495971762164909,-0.31729861262227166,0.12935565890209721,0.10391593639703839,-0.23657861831980598,0.18482143516723085,-0.08910725951341658
29,216.70235122206034,1.0177422564939278,-0.6341564245238929,0.3002664560827286,0.2640281162149851,0.08836067580212681,0.3814066102823628,0.29994450619403645,-0.15146659461104384,-0.6223660242006177,1.065861533479734,0.07102797242276188,-0.6843191072524215,0.2541573046294959,-0.40055058691213774,-0.4181902941256781,0.3649117304593564,-0.12167948952419194,-0.47298316852237077,-0.4613284735764851
30,216.73379996658923,1.3468864391709208,-0.03717347264105886,-0.3515629366063866,-0.017607980298560977,-0.06866978015826963,0.06155178606628012,0.05408764340668171,-0.0702202940058243,-0.25572161894011725,0.03532987788552111,0.008659289833350098,0.23092013533423672,0.28217422808306986,-0.06931783727124419,-0.10132400566057087,0.12139934145450443,0.11934411772020415,0.38374527428952454,-0.36287517965187244
31,217.0143793031696,0.7583204384438818,0.7641000489973933,-0.4063640048639905,-1.016277224423442,-0.20771980055765055,-0.4831083342050127,-0.20787123451760658,0.7935047177821981,0.3490741931870006,0.7608856902734404,-0.2232622348984728,-0.4240375286805831,-0.1961590735491514,0.14646490401455925,-0.025904872524077138,0.22332615404781248,-0.03939851205252887,-0.09018146056995544,0.33781721247124363
32,216.82190414971097,1.2838960006505302,-0.349186109687055,0.009774952297359807,0.20685279917342886,-0.35192301125872644,-0.31093238706291343,-0.19026893117653598,-0.19621707289339146,-0.13700642779034553,-0.0738015945014665,-0.1573049189458684,-0.1433089546901658,0.07978709756632074,-0.04785985207984589,-0.1321753271165147,0.3409074878482005,-0.2944286762694841,0.1168778602031301,-0.004509269872013166
33,216.6685366735394,0.4454249181845352,1.4280475418435774,-0.7065597960691197,-0.7883714478164152,1.4971168146026683,1.5116431322272141,0.22996874711493343,0.42525469686015294,-0.691410045382194,0.5500271278059723,1.6274269011369602,0.011642300777412462,1.1837169146982336,-0.6974553611162968,0.6851293056416645,0.7237074730415913,0.4675905924806316,-0.6021558658834438,-2.116683376307856
34,217.22781124073154,-0.30638039437470643,1.2737845287964729,-0.4856595699741806,0.043607906667821716,-1.3801338573437545,-0.5729867141516827,-0.38507784355245134,0.01165650153450587,1.2547481712344815,1.3553753743573744,0.014533655283529484,-1.1148356543899862,0.48985311366543094,0.383944666082947,0.8038962026601002,0.40312559061712544,0.044976753606332354,-0.2544129115495005,-0.07609209087982993
35,216.55116315002923,0.4823103227964256,-1.263606636593898,0.9730151716541502,-0.25791480333946365,0.7377414597389511,0.3962838758904678,-0.6903409271643869,0.4866835861723389,0.8396555027864816,-0.4052489787081812,-0.03455015471139242,-0.031705170805767624,-0.7922117024625331,-0.06848040306875292,-0.08908239437745347,-0.3618056782100527,0.0714260077421327,0.325089974099915,0.24712604733016225
36,219.18825119130977,-2.119709209299632,4.819912177738445,-0.463507406189265,1.1178260872697703,0.5345426411962919,0.08384921994776695,0.09188933795236642,-1.0923069931243854,-0.2938082833364618,0.29379004249292673,-1.7420735332801989,1.417739631267009,-1.4660482418653,-0.49642265503700655,-0.3178697386153173,0.23760481823299823,0.9499457123799802,-0.34815488202314304,-0.823080829480756
37,216.83888868002393,1.3690027583140845,-0.269919712462491,0.1164132870276009,-0.9392844026929383,-0.5538836615025371,-0.8679053075008246,0.19462792707957433,-0.08177251092333504,0.6102033793582812,0.13167203217486034,-0.09286123646833751,-0.711627507643688,-0.38616054668815614,0.11310052546604321,-0.12378194026690459,-0.1308895164293009,0.09863260667231177,0.23544299097476784,0.17522489420677376
38,216.8821818777775,1.1168361465459709,0.0069274154402152455,-0.0988392876299935,-0.059978155532964816,-1.0350280838718464,-0.3694772154112367,-0.005917689866525855,0.04542200410217634,-0.007744972498741849,-0.02214420655606486,-0.28116179215791626,-0.134134495948522,0.1693098993001974,-0.08265992687528034,0.0823277213513276,-0.036515053887570315,0.05616647663277252,0.24187444871124414,0.39644911554035295
39,216.59495047874069,0.5672555223509737,-0.4232552441596531,0.24186894378812074,0.7429164749094577,-0.5253375816157791,-0.8460118802867824,0.17782550421867294,0.3781422595147485,-0.2482878681067024,-0.218580023342551,0.924765776832966,0.30808397803491905,-0.3800219511298738,0.8264808942553017,0.4769501986808272,0.7051186875230036,-0.7002333839765871,-0.5901188995159569,-0.10416304676572907
40,216.66012074624632,0.5331126588737708,-0.17161808511234433,-0.3339277468513169,-0.8109924344862562,0.49129176766671806,0.3109253033221139,-0.23017667188780022,-0.1233410698424165,0.4308186898042877,-0.05167706548094664,-0.3626171507648762,-0.32609410426149577,0.2521471138983412,0.3954230372548435,-0.17991151430086316,0.04089210581528402,-0.24584156626638198,0.33183064589586697,-0.36576312519650944
41,216.78574272217227,1.0018019879934272,-0.09157452467034721,-0.37443348507677054,-0.18649172096869376,0.465239580348415,-0.19399549163722046,0.21451096930770652,0.3674033687407401,0.6191281878376359,-0.1215195540467946,0.9438417411737106,-0.13638437737236409,0.3324870258169324,-0.48197752081289713,0.8399885922864679,-0.44747928432833783,0.14276551593812958,0.2581861189819272,-0.8301155299390374
42,217.2251077273558,-0.11802456452227539,1.6719630048383443,-1.0004038317859447,-0.10659995706560232,1.8138982943254736,-0.08819971567814651,0.5165934134283241,0.9747625469528511,0.18325133028059495,0.16842138367877513,0.8306003707831237,0.1170722163302289,0.9547227475023523,-0.08142089711620248,0.7296537400834042,0.4508711829385193,1.2956065657837093,-0.3155435828762593,0.6735685236067808
43,216.9211434809739,1.1438585287727392,-0.058850776112937986,-0.036540885976357185,0.35050253343255006,-0.44678046691478707,-0.5666985673080984,-0.08480822099272944,0.07921565664146296,0.5822188282753159,0.04122630423383633,-0.0607860219554161,0.0989049473063095,-0.42625406504741215,0.2037931787904017,-0.08992269156649946,0.2744529142796082,0.05451065440209635,0.2859701454341186,-0.06433630791105954
44,217.01592042348432,-0.49394789606982,1.637402442904392,-0.27877246253869314,-1.016314229324618,-0.1509020992241234,-0.801509667620464,0.9423805085842951,-0.1097938054083486,2.353932567880496,0.10738269867056016,1.2467392318458124,0.04365597036944613,0.13393697866631737,-0.7710521876335015,-0.23657101882012843,-0.17775688246800325,0.8516889471169702,-0.017198377168230056,0.08978877906248484
45,214.33432301961244,1.0313508875162798,-1.6649973589874385,-0.8002699173163419,-1.182152933052704,-0.13940252606232262,0.8823897128222427,-1.169228704453445,2.0924115250725035,-0.7322494822739765,-0.04282034086219033,0.46532252095833304,1.0387712405650398,-0.6145041292688146,0.0657888452401918,0.7536598907022607,0.48349470326225175,-0.30714805035448456,0.37758298804840973,-0.07111664197508161
46,216.9734314384183,1.8012613578360195,-0.6025011420737889,0.29071571835920507,0.4355929038363651,0.11649946545502549,-0.12332268353131132,-0.23648680861722537,1.0291590895322735,-0.5828147921190837,0.20473699751611485,-1.5864657513410143,0.2722026237942772,0.40188153756706696,0.12868932301253533,-0.7337453598637473,0.45049671425122023,-0.11521071484328416,0.03799633059069832,-0.33603450611343577
47,216.86890703777817,1.4124199928232375,-0.4887920502839278,0.025465062041687414,-0.3595417734652872,-0.1151840851193785,-0.22008591551359508,-0.2061792738455721,0.016963055781892056,-0.019528676820268133,0.05300465641459762,-0.25945492383415225,-0.3462039299428876,0.3650326350212862,0.05735579421478432,0.1623255878387061,-0.2281189815116875,-0.20909989455012812,-0.2892258589117962,0.22573987749663652
48,213.47929239329994,-3.923123395976829,-2.1091300765143646,-2.374380708535509,-1.088402653037508,-0.02323460509397829,2.175274549461399,-1.2361985853536999,1.2221635691276227,1.2341059794162812,-1.4275528634201038,-9.391409372438986e-05,0.3725318774646089,0.759074893611521,0.2581914819450025,0.2885972386785397,-0.9327770328204508,1.5047578202684269,-2.395236424366281,-0.9374331942484908
49,216.91839205297453,0.5334227967315395,0.12878069057686092,0.02570383552288913,-0.09572928289526422,0.04551824434742513,0.6747910089367797,0.6201831819741837,-0.15436945605640573,-0.9101594537524231,0.36401549535336986,0.060959667276384744,0.18163606078408778,0.6795108931095903,-0.4332413285058585,0.24790969733323154,-0.2772501560788994,0.2925647165243441,-0.24084828845909237,-0.11276795063119849
50,216.55066965068036,1.2027605527911116,-0.5250756971297275,0.16327695482441262,0.2125058754317362,-0.3356628294572592,-0.37157193197091615,-0.08722243944482488,-0.07861934333354836,-0.24797860500572813,0.0013835774283821323,0.2256211825895457,-0.1262505213785583,0.1055279038244109,0.6945349533156338,0.3380592297401269,0.4806796826635168,-0.07602764187055677,-0.17249555536772954,-0.019871831751520574
51,216.86792291813282,1.336596033660134,-0.23601564693987198,-0.18396394742830124,-0.1717853462396181,-0.28597203900895346,-0.3301869791518756,-0.1222495237422705,0.057310007326523305,0.12797262231031029,0.28672472514826786,-0.35443925164527024,0.24009440786010483,0.1230162382488702,-0.6495714730255424,-0.17281942127257266,-0.2635772576811255,0.1360729125193627,-0.24505504334627326,0.19801165016482988
52,216.83044053170914,1.0495142661310535,0.21519381010388683,-0.4869853389248433,0.5708070894171139,-0.3769540087961612,0.010027016800156358,-0.2055646930705759,-0.2955051492496094,-0.6060199511408144,0.005561215243463868,-0.37415724337908707,0.3552492752328673,-0.3635149567054976,0.8686762725298517,-0.3650459045448984,0.6789446570517235,0.1385774822062984,0.30841443713004996,0.10160558256101332
53,222.0757513727772,-5.619882446112256,5.084236913818906,2.23331553851311,1.964888242524727,0.17368407200005204,-2.6924742773692274,-1.5593715825102976,-0.15559050487930187,-0.6069353330904198,-2.6429954696748963,0.42542756832334794,0.25762019533691183,2.7912683926015607,-0.9436450103968621,-1.5132797246035445,0.3167595933296302,0.07593211153147505,1.0640129647574503,-0.982542715677001
54,217.01145203839263,0.9973843918802371,-0.25792736318121934,0.4578278420649764,-0.3637985164476936,0.1851263582979673,-0.09359860454687513,-0.4534806788182293,0.03756259404604456,-0.12064399186243888,0.24424695819211872,-0.2570982521171035,-0.6879594584270956,0.08393958724881229,0.1160886682373129,0.30853086985818956,0.24704967674732348,-0.29762069252407697,0.03246761786099919,0.2908936740982476
55,216.8840087258925,1.2791797625502783,-0.03865839164435192,-0.31217513417536624,-0.290733373901602,-0.04436922753912309,-0.30848386872668515,0.05109177090547479,0.10307565521907192,-0.061432379152908646,0.08094823895289927,-0.2851917339870592,0.2967588991023229,0.14184272800381853,-0.17754366425288803,0.0870384978590828,-0.2067099540570596,0.32412542628940266,-0.21440601359233755,-0.010009684869842994
56,217.06385972444332,0.9048327316694247,0.10156091107179543,-0.0640681528573257,-0.050416394898471384,-0.12809889481586156,-0.6925888706801443,-0.22888692882738249,-0.0779627935667796,0.21119145398321212,0.23294422929068226,-0.5016010249033875,0.6996460107981561,-0.2601393139180017,0.16802740561780605,-0.05231908350297254,-0.8311804863470995,0.2337380683989081,-0.2790956105513875,-0.32112878981413057
57,216.46842556841608,0.6450860553329083,-0.3327292389801628,0.08103605100065536,0.3944876338830789,-0.07435291705464742,-0.5112976266389031,-0.07481640420882363,0.026616446868107102,-0.1420456005947412,-0.021664847256817277,0.04229376570182175,-0.45814805124707014,-0.43458509074525653,-0.28238252620409954,0.49867170617534484,-0.04089976761400549,-0.31030070813148325,-0.5806502509398944,-0.14131801042373215
58,218.74258173242103,-4.768726938616079,2.893494602726461,1.0568990371577325,1.8254040946106027,1.6213370793880237,-1.1358438746232296,0.3271651245808074,-0.6151010326778334,0.03896292626859283,-1.5949753967610827,-0.48565817668270966,-0.3972904654296967,0.45124106889562127,-0.05753381303509886,-1.7449765875176582,-0.059532856596942074,-0.5132598563418873,-0.3674958680682842,1.4136142754035443
59,216.52398128773132,1.313247524077837,-0.8754910261554625,0.5994765716093093,-1.4118956222503538,-0.20997554698846094,-0.15870971481021617,0.08512039292600893,0.022596131776570216,0.31997432419405014,-0.01841018632253788,-0.1882967791187261,-0.30758904638602136,0.08344944669437693,-0.45561763594239646,-0.35376802065938473,-0.29757298189044323,0.15492616650791313,-0.19063910302688303,-0.30364847261398714
60,216.60139940934997,1.5730747608709106,-0.22075844657158283,-0.6111731499011599,-0.5435021366155561,0.07649694686866404,-0.3695000732649483,-0.4343826028294042,0.07070642209153988,0.12762632553347053,-0.15588254216863695,-0.0666665231580632,0.3195490741561289,-0.10090515749396867,0.5679071030698156,0.06402995520057364,-0.3278790361952929,-0.027929855307074147,-0.6691248597752824,-0.29771681572343933
61,216.4257898954127,1.0611320684801917,-0.37650488101963964,-0.29066170496775,-0.1284640043564702,-0.17971702765849534,-0.6353516759871094,-0.13907130295543602,0.07060290535105096,-0.5340521515688889,-0.2979054710944986,-0.055703239112886355,-0.04654197141283434,-0.14476288962563122,-0.15058028548721913,0.018310126407568017,-0.010591092140005698,-0.7708602952866515,-0.3242093157553669,-0.13440839692289086
62,216.86836805397994,-0.3285812828924529,-1.7608258777564685,2.0243251075688726,-1.5537015267256802,-0.7769256747848907,0.16358642372412227,-0.07843119140616617,0.06633957528759127,0.49772477991162556,0.02540568907802565,-0.46627876661345663,0.3908476688828584,-1.1311466946018425,1.4441645547564081,-0.2531727109571633,1.0629669387079586,-0.704424815400331,-0.2691719254093731,-0.05362303770191906
63,216.55487365573654,0.49906461420757164,-0.23616357119076214,0.08935156818214329,0.8027679156853211,-0.7535574052555862,-1.1331903474815757,-0.21318881774748732,0.25318281194952597,-0.7460492364016004,-0.11212415920517294,1.061454056282839,0.41597280390229885,-0.5216865204226401,0.8060625432430447,0.27243351308696784,0.40415369824165365,-0.5776142771796586,-1.377988306520874,-0.47516092436920665
64,216.97157978984967,1.1858952897236057,0.14073601455461437,-0.4214633693604686,0.6861890184340744,-0.3632995706871164,0.11528815443090959,-0.21395547183517594,-0.2257552226311254,0.03067141265058613,-0.031006127272570794,0.2393438148190566,-0.12476881842963605,0.10871058302614012,1.4427394780398792,-0.34317714075367034,-0.12186909701405302,-0.1745632419702876,-0.26347430645837655,0.4349837408271373
65,218.00207052261055,0.38709875818046746,3.3885199124924332,-1.5248429102918999,-1.0035114881291975,-0.39631417460552826,0.6136752094745076,0.34869331367256917,0.05170640300674845,0.1956055828942912,-0.6029774050924781,-0.27710667510601444,0.5710288545493747,-0.498225214649172,0.10434336372952124,0.2478469391727145,-0.03250254274776887,-0.12109058020035879,0.05826019807163313,-0.26263370653295887
66,216.89760447652574,0.9190982880379566,0.42372080224727204,-0.49566491497328946,0.18205477599580083,-0.2676844349466021,0.6042745300457639,0.22289401971184297,-0.10946616796537822,-0.09347624349269541,0.39204925016192615,0.3348912060905246,-0.21820038518634255,-0.013568774786286153,1.08707218796145,0.5725638864929494,-0.18530222798781243,0.3035081625290972,-0.7174034566337116,0.14848483975679
67,217.47081163865906,0.4560330588035091,-0.17086419122200658,1.0968020658462927,-0.8926374375579236,-0.6258532389880358,0.3843364128341267,-0.007528202443776388,0.12302253124372253,-0.5860328163852325,-0.3024054358250752,-0.38001488580329884,-0.2787222940785856,0.004350539971602507,-0.6196579819710772,0.3230933600572894,-0.7534530205748777,-0.06702336423839284,0.25305275203496247,0.3333712697655056
68,216.98829013368368,0.8745544537576649,-0.26607674533944836,0.28849537356705923,0.9250228876567048,-0.3410515411359961,-1.1020527544091285,-0.4603970888233375,0.1041294056333964,0.783348225985078,0.08049122580811718,0.09984212999429878,-0.280654343647633,0.22483514498416451,0.763489011603251,-0.05226126531460484,0.3455405293077678,0.005004517573848899,-0.21098239561781684,-0.06746826656320581
69,217.2218342361367,0.9442177943767047,-0.2369454236757611,0.42910551922871987,0.944561116406996,-0.9979212408377629,-0.3139926626503898,-0.4693962100112543,-0.6196933680226979,-0.20347098073685566,-0.16219802828278973,-0.163815040901647,0.31012361387911236,0.15970834582846044,0.5713204734252341,0.4529371612590044,0.11708808415418154,-0.05728958919086646,0.21916224801576736,0.21969360778185623
70,216.94337922568212,0.7730736878594888,0.018773023046105397,-0.09173223187343593,1.2891237179041586,-0.49021801715445873,-1.2551829516064696,-0.3219729511798699,-0.2935950851989278,0.06595092348920409,-0.33608623807334825,0.8233472181618249,0.4868489177918667,-0.7076851063433008,1.1518485161690604,-0.20124604887067044,0.521895765287433,-0.07715863862181815,-0.47979475957558104,-0.3766881971136624
71,216.83941027797624,1.452475005213368,-0.25526820576730946,-0.17814980963101767,-0.2779983668453076,0.18341273090685178,-0.3056170944719118,-0.33721367047845763,0.02573000410295584,-0.19103172373580518,0.4665986539719855,-0.2828327599288678,-0.23911284915065,-0.0007862164335218358,0.04502712296609679,0.04185811156031194,-0.07097615297750565,0.009755915025797757,-0.12247076191047965,0.11371938766880318
72,216.8977312577175,1.3951074321304953,-0.3674360805933765,-0.3250094874480578,-0.5763772867925216,-0.38087518463141334,0.6705895497088548,0.10408782783600534,-0.05457977364947747,-0.5527959850095853,0.1144534692922099,-0.38001184610027994,-0.479949851604355,0.4281671941100608,-1.112377854339258,-0.38458658580157135,-0.6400796929806613,-0.601743645572024,-0.08143833128444225,0.24039658309686088
73,215.99291652888684,-1.9383482495210387,-0.8536126663361756,-1.7108359522419891,1.215759068411702,0.3115282155894059,-0.9567584428188881,0.9240345285063811,0.5488453227309056,-0.4003480844224514,-0.9517760595709361,-0.5964482039240824,-1.4310091353640135,0.800938018860204,1.0517350416880473,-0.14499801443440608,0.15888442075440018,0.16316208643896335,-0.09627567841667978,1.245251540403236
