scene_id,track_id,cluster_id_A,cluster_id_B,cluster_B_aligned,agree,n_frames,duration_s,mean_speed,median_speed,std_speed,p95_speed,max_speed,median_accel,p95_accel,max_accel,p95_jerk,heading_change_rate,turn_magnitude,stop_ratio,stationary_bursts,straightness,path_length,displacement,scenario_A,scenario_B_aligned
108,13,2,0,1,False,70,7.0000,0.2538,0.0971,0.4489,1.4765,2.3569,0.4313,3.2645,23.5686,28.0432,3.9708,27.3985,0.8714,1,0.1258,8.8238,1.1104,Low-Speed Maneuvering,Stationary
108,15,2,0,1,False,248,24.8000,0.1140,0.0574,0.1685,0.3817,1.4329,0.2809,1.6255,18.2586,14.6725,5.1379,106.5306,0.9677,4,0.0649,57.1911,3.7091,Low-Speed Maneuvering,Stationary
108,19,1,0,1,True,248,24.8000,0.0285,0.0000,0.0623,0.1623,0.4656,0.0000,0.6163,4.7611,4.7050,1.9752,48.7876,1.0000,0,0.2290,12.3280,2.8233,Stationary,Stationary
108,34,3,0,1,False,35,3.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.9846,16.2381,15.9873,Idling and Creeping,Stationary
108,38,2,0,1,False,243,24.3000,0.2448,0.0909,0.4108,1.1486,2.1830,0.5854,5.5333,18.3715,38.7777,7.0148,106.5306,0.8683,5,0.0498,24.7155,1.2308,Low-Speed Maneuvering,Stationary
108,47,2,0,1,False,237,23.7000,0.0529,0.0000,0.0814,0.2371,0.4276,0.0510,1.0566,4.2761,8.3970,3.4430,81.2546,1.0000,0,0.2734,11.3716,3.1094,Low-Speed Maneuvering,Stationary
108,64,3,0,1,False,33,3.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.9693,7.7445,7.5066,Idling and Creeping,Stationary
108,72,2,0,1,False,221,22.1000,0.0508,0.0295,0.1398,0.1082,1.7682,0.1506,0.8265,17.6819,7.1088,5.2882,106.5306,0.9910,1,0.0724,15.1864,1.1001,Low-Speed Maneuvering,Stationary
108,75,3,0,1,False,38,3.8000,0.1722,0.0000,0.4279,0.7726,2.3202,0.0000,5.9364,23.2020,35.0255,1.8951,7.0118,0.8947,1,0.6270,8.4818,5.3181,Idling and Creeping,Stationary
108,89,2,0,1,False,45,4.5000,0.2297,0.1176,0.2340,0.7454,0.8876,0.4723,1.7465,3.8428,12.5472,5.2856,23.2568,0.8667,1,0.7334,2.6444,1.9395,Low-Speed Maneuvering,Stationary
108,92,2,0,1,False,207,20.7000,0.0706,0.0468,0.0789,0.1609,0.5684,0.2973,1.1360,3.7293,9.3745,6.3530,106.5306,0.9952,1,0.1031,11.4862,1.1847,Low-Speed Maneuvering,Stationary
108,104,2,0,1,False,200,20.0000,0.0965,0.0356,0.1474,0.4852,0.6273,0.2144,0.8893,4.8448,7.6497,5.7128,106.5306,0.9550,2,0.1721,7.6452,1.3158,Low-Speed Maneuvering,Stationary
108,137,2,0,1,False,184,18.4000,0.0430,0.0131,0.1393,0.1324,1.4690,0.0761,0.7574,14.6904,6.0873,3.9759,72.7592,0.9837,1,0.0854,3.0615,0.2614,Low-Speed Maneuvering,Stationary
108,139,1,0,1,True,89,8.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0337,4.0741,0.1371,Stationary,Stationary
108,140,1,0,1,True,175,17.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0458,7.1510,0.3272,Stationary,Stationary
108,143,1,0,1,True,183,18.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.6430,18.2595,11.7404,Stationary,Stationary
108,144,2,0,1,False,33,3.3000,0.1839,0.0000,0.2914,0.8154,0.9616,0.0000,6.8003,9.6163,83.9755,4.2163,13.4922,0.8182,2,0.1149,5.9110,0.6792,Low-Speed Maneuvering,Stationary
108,150,1,0,1,True,68,6.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.2135,1.6302,0.3480,Stationary,Stationary
108,151,1,0,1,True,34,3.4000,0.0104,0.0000,0.0416,0.0618,0.1770,0.0000,0.0023,1.7645,7.9146,0.6006,1.9820,1.0000,0,0.2773,1.5460,0.4287,Stationary,Stationary
108,153,1,0,1,True,181,18.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0790,11.8219,0.9342,Stationary,Stationary
108,158,2,0,1,False,180,18.0000,0.1005,0.0090,0.2589,0.7427,1.2778,0.0684,1.7365,16.6513,13.6104,6.7742,106.5306,0.9222,3,0.2903,5.1863,1.5056,Low-Speed Maneuvering,Stationary
108,169,1,0,1,True,179,17.9000,0.0030,0.0000,0.0136,0.0023,0.0911,0.0000,0.0408,0.8726,0.7990,0.2031,3.6148,1.0000,0,0.0536,9.7833,0.5244,Stationary,Stationary
108,170,1,0,1,True,89,8.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.2688,6.5133,1.7506,Stationary,Stationary
108,195,1,0,1,True,173,17.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.6435,8.8077,5.6675,Stationary,Stationary
108,212,1,0,1,True,170,17.0000,0.0005,0.0000,0.0042,0.0000,0.0493,0.0000,0.0000,0.4934,0.0000,0.3718,6.2832,1.0000,0,0.0276,2.8739,0.0794,Stationary,Stationary
108,219,1,0,1,True,53,5.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0804,4.7870,0.3850,Stationary,Stationary
108,224,2,0,1,False,168,16.8000,0.0776,0.0570,0.0952,0.2126,1.0155,0.3186,1.1116,10.1546,9.6005,5.6108,93.7012,0.9940,1,0.0579,7.6313,0.4422,Low-Speed Maneuvering,Stationary
108,232,1,0,1,True,57,5.7000,0.0045,0.0000,0.0334,0.0000,0.2546,0.0000,0.0000,2.5460,0.0000,0.9180,5.1408,1.0000,0,0.0908,3.9535,0.3588,Stationary,Stationary
108,233,1,0,1,True,167,16.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0166,7.0190,0.1166,Stationary,Stationary
108,247,2,0,1,False,36,3.6000,0.1108,0.0000,0.1607,0.4369,0.4417,0.6217,4.3569,4.4060,41.8448,5.1235,17.9323,1.0000,0,0.1901,2.9967,0.5696,Low-Speed Maneuvering,Stationary
108,248,1,0,1,True,39,3.9000,0.0129,0.0000,0.0555,0.0251,0.2527,0.0000,0.0025,2.5099,4.9859,0.1212,0.4607,1.0000,0,0.1431,2.8746,0.4113,Stationary,Stationary
108,250,1,0,1,True,61,6.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0500,2.9682,0.1485,Stationary,Stationary
108,263,2,0,1,False,158,15.8000,0.1045,0.0835,0.0860,0.2639,0.5053,0.5865,1.4224,4.5776,10.4380,7.0581,106.5306,0.9937,1,0.1700,4.8123,0.8182,Low-Speed Maneuvering,Stationary
108,264,3,0,1,False,40,4.0000,0.0082,0.0000,0.0297,0.0781,0.1271,0.0000,0.7548,1.2706,8.3221,2.0842,8.1284,1.0000,0,0.5985,0.9365,0.5605,Idling and Creeping,Stationary
108,265,1,0,1,True,158,15.8000,0.0039,0.0000,0.0409,0.0000,0.5040,0.0000,0.0000,5.0396,0.0000,0.3820,5.9982,0.9937,1,0.1924,12.3504,2.3767,Stationary,Stationary
108,268,1,0,1,True,47,4.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.3981,1.5036,0.5986,Stationary,Stationary
108,269,2,0,1,False,156,15.6000,0.0922,0.0691,0.1197,0.2400,1.2639,0.3061,0.9595,12.6389,7.9796,4.3654,67.6645,0.9936,1,0.0245,45.1459,1.1051,Low-Speed Maneuvering,Stationary
108,275,2,0,1,False,153,15.3000,0.0391,0.0301,0.0533,0.0918,0.5937,0.2323,0.6860,5.9365,6.1368,7.0581,106.5306,0.9935,1,0.0555,12.7923,0.7097,Low-Speed Maneuvering,Stationary
108,277,1,0,1,True,148,14.8000,0.0155,0.0000,0.0755,0.0000,0.4766,0.0000,1.6328,4.7665,24.5621,1.2636,18.5750,1.0000,0,0.0152,20.9130,0.3169,Stationary,Stationary
108,295,2,0,1,False,45,4.5000,0.3424,0.3123,0.2355,0.7056,1.0071,1.9387,4.7904,8.5800,54.1016,7.0581,32.4477,0.7556,3,0.1433,6.3585,0.9111,Low-Speed Maneuvering,Stationary
108,306,0,1,0,True,40,4.0000,10.8169,10.9883,2.6290,12.6583,12.8803,1.0732,7.2590,103.7443,264.2058,0.7564,2.9501,0.0500,0,0.9960,44.3333,44.1562,High-Speed Cruising,High-Speed (Curved)
108,326,3,0,1,False,42,4.2000,0.0953,0.0000,0.1377,0.3833,0.5443,0.0000,1.9152,5.4435,26.8745,1.4317,5.8699,0.9762,1,0.2790,2.8447,0.7936,Idling and Creeping,Stationary
108,331,2,0,1,False,112,11.2000,0.0388,0.0256,0.0542,0.1290,0.4607,0.1964,0.8226,4.8206,4.0204,7.0581,80.4209,1.0000,0,0.0248,1.3709,0.0340,Low-Speed Maneuvering,Stationary
108,332,0,1,0,True,39,3.9000,10.1029,11.9068,3.8672,13.8209,13.8261,1.9387,18.4107,62.3241,156.3788,1.1559,4.3924,0.0256,0,0.9673,44.5711,43.1148,High-Speed Cruising,High-Speed (Curved)
108,340,1,0,1,True,108,10.8000,0.0020,0.0000,0.0134,0.0000,0.1136,0.0000,0.0000,1.3927,0.0000,0.5207,5.5713,1.0000,0,0.0127,4.3198,0.0547,Stationary,Stationary
108,344,1,0,1,True,81,8.1000,0.0260,0.0000,0.1149,0.0000,0.6231,0.0000,0.0004,6.2306,0.0046,0.2771,2.2167,0.9877,1,0.1256,7.5221,0.9445,Stationary,Stationary
108,349,1,0,1,True,87,8.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0222,2.9264,0.0651,Stationary,Stationary
108,350,1,0,1,True,82,8.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0254,3.8769,0.0984,Stationary,Stationary
108,357,2,0,1,False,82,8.2000,0.0513,0.0383,0.0569,0.1188,0.3805,0.2757,0.9317,3.8048,6.1612,6.5792,53.2913,1.0000,0,0.0720,1.4987,0.1080,Low-Speed Maneuvering,Stationary
108,358,1,0,1,True,81,8.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.2305,1.2316,0.2839,Stationary,Stationary
108,360,1,0,1,True,84,8.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1908,3.4085,0.6503,Stationary,Stationary
108,366,3,0,1,False,44,4.4000,1.1830,1.1734,0.7583,2.3732,2.4137,1.9387,9.1761,19.1689,64.6493,2.2611,9.7228,0.2500,3,0.4363,7.9043,3.4487,Idling and Creeping,Stationary
108,367,1,0,1,True,77,7.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0071,1.9828,0.0140,Stationary,Stationary
108,382,3,0,1,False,32,3.2000,0.4496,0.2373,0.6260,2.2641,2.4397,1.2625,9.7240,24.3967,93.2414,3.2492,10.0726,0.7812,2,0.0585,3.8506,0.2252,Idling and Creeping,Stationary
342,1,2,0,1,False,248,24.8000,0.0373,0.0191,0.0442,0.1183,0.3705,0.1107,0.7178,3.7046,5.5623,6.0449,106.5306,1.0000,0,0.0849,2.1861,0.1857,Low-Speed Maneuvering,Stationary
342,2,0,1,0,True,63,6.3000,10.8383,11.5026,2.4655,13.1150,13.1586,0.6688,2.2351,80.3618,22.0500,0.4317,2.6767,0.0317,0,0.9995,71.4319,71.3967,High-Speed Cruising,High-Speed (Curved)
342,3,2,0,1,False,248,24.8000,0.0609,0.0221,0.1035,0.3677,0.4655,0.1598,0.4438,1.5781,2.6369,6.1654,106.5306,1.0000,0,0.2424,6.5162,1.5796,Low-Speed Maneuvering,Stationary
342,4,2,0,1,False,248,24.8000,0.0748,0.0394,0.1052,0.2898,1.0125,0.1898,0.6164,10.1251,4.1794,4.7982,106.5306,0.9960,1,0.1089,5.3006,0.5771,Low-Speed Maneuvering,Stationary
342,5,2,0,1,False,248,24.8000,0.0131,0.0091,0.0140,0.0339,0.1569,0.0653,0.1968,1.5693,1.4749,6.3104,106.5306,1.0000,0,0.1225,1.8098,0.2217,Low-Speed Maneuvering,Stationary
342,7,0,1,0,True,40,4.0000,11.3451,12.2243,2.8808,13.5225,14.1480,1.9387,8.4161,103.2173,209.9621,0.6065,2.3654,0.0500,0,0.9950,46.4164,46.1842,High-Speed Cruising,High-Speed (Curved)
342,8,0,3,3,False,30,3.0000,10.5778,11.5430,2.9375,12.0208,12.8537,0.9339,18.4107,128.5374,321.4712,0.7746,2.2464,0.0667,0,0.9960,33.6894,33.5561,High-Speed Cruising,Moderate-Speed Cruising
342,11,2,0,1,False,248,24.8000,0.3269,0.1572,0.4356,1.3253,2.2539,0.6563,5.0626,22.5387,47.6570,5.2740,106.5306,0.8065,5,0.0112,20.6014,0.2315,Low-Speed Maneuvering,Stationary
342,17,1,0,1,True,248,24.8000,0.0145,0.0000,0.1397,0.0000,1.6751,0.0000,0.0000,16.7506,0.0000,0.1915,4.7289,0.9879,1,0.0300,28.6536,0.8598,Stationary,Stationary
342,18,2,0,1,False,171,17.1000,0.2080,0.2028,0.1077,0.3710,0.6276,0.4331,1.0565,6.4518,7.3961,2.3864,40.5688,0.9708,2,0.0984,5.7045,0.5615,Low-Speed Maneuvering,Stationary
342,19,1,0,1,True,248,24.8000,0.0045,0.0000,0.0370,0.0000,0.4812,0.0000,0.0000,7.0898,0.0000,0.3552,8.7728,1.0000,0,0.0361,3.0940,0.1117,Stationary,Stationary
342,21,1,0,1,True,248,24.8000,0.0034,0.0000,0.0346,0.0000,0.4868,0.0000,0.0000,6.8913,0.0000,0.2244,5.5424,1.0000,0,0.0127,7.4156,0.0938,Stationary,Stationary
342,22,1,0,1,True,248,24.8000,0.0003,0.0000,0.0030,0.0000,0.0389,0.0000,0.0000,0.3886,0.0000,0.0710,1.7535,1.0000,0,0.0120,3.7503,0.0448,Stationary,Stationary
342,28,1,0,1,True,248,24.8000,0.0018,0.0000,0.0203,0.0000,0.3018,0.0000,0.0000,3.0180,0.0000,0.0707,1.7472,1.0000,0,0.0326,5.7043,0.1860,Stationary,Stationary
342,31,3,0,1,False,37,3.7000,0.0129,0.0000,0.0607,0.0394,0.3680,0.0000,1.5022,3.7249,3.9929,1.7453,6.2832,1.0000,0,0.0634,2.0548,0.1303,Idling and Creeping,Stationary
342,34,1,0,1,True,248,24.8000,0.0015,0.0000,0.0187,0.0000,0.2757,0.0000,0.0000,2.7575,0.0000,0.2544,6.2832,1.0000,0,0.0269,7.2959,0.1962,Stationary,Stationary
342,35,1,0,1,True,248,24.8000,0.0019,0.0000,0.0239,0.0000,0.3601,0.0000,0.0000,3.6013,0.0000,0.1663,4.1072,1.0000,0,0.0206,5.2097,0.1071,Stationary,Stationary
342,39,1,0,1,True,248,24.8000,0.0025,0.0000,0.0272,0.0000,0.3041,0.0000,0.0000,3.0412,0.0000,0.0355,0.8769,1.0000,0,0.0367,27.3325,1.0045,Stationary,Stationary
342,43,2,0,1,False,248,24.8000,0.2390,0.1625,0.2343,0.7201,1.2792,0.7685,4.7308,6.5387,34.7499,5.7271,106.5306,0.8589,5,0.0606,13.4297,0.8140,Low-Speed Maneuvering,Stationary
342,44,1,0,1,True,248,24.8000,0.0018,0.0000,0.0166,0.0000,0.1796,0.0000,0.0000,2.8566,0.0000,0.4381,10.8221,1.0000,0,0.0064,7.9968,0.0513,Stationary,Stationary
342,45,1,0,1,True,248,24.8000,0.0024,0.0000,0.0271,0.0000,0.3375,0.0000,0.0000,3.3747,0.0000,0.1502,3.7111,1.0000,0,0.0170,5.6903,0.0968,Stationary,Stationary
342,46,1,0,1,True,248,24.8000,0.0032,0.0000,0.0294,0.0000,0.3116,0.0000,0.0000,5.4552,0.0000,0.2227,5.5009,1.0000,0,0.0044,11.1991,0.0498,Stationary,Stationary
342,48,1,0,1,True,42,4.2000,0.0072,0.0000,0.0460,0.0000,0.3015,0.0000,0.0000,3.0153,1.5077,0.8954,3.6711,1.0000,0,0.1087,4.4386,0.4823,Stationary,Stationary
342,49,1,0,1,True,131,13.1000,0.0011,0.0000,0.0072,0.0000,0.0532,0.0000,0.0000,0.5322,0.0000,0.3340,4.3423,1.0000,0,0.2579,2.0532,0.5295,Stationary,Stationary
342,55,1,0,1,True,135,13.5000,0.0188,0.0000,0.0639,0.1534,0.3227,0.0000,1.4664,3.2269,13.1471,2.4357,32.6381,1.0000,0,0.0801,4.3947,0.3521,Stationary,Stationary
342,56,1,0,1,True,169,16.9000,0.0032,0.0000,0.0291,0.0000,0.2695,0.0000,0.0000,2.6955,0.0000,0.2070,3.4779,1.0000,0,0.0811,8.1147,0.6583,Stationary,Stationary
342,58,2,0,1,False,231,23.1000,0.2781,0.0783,0.3803,1.2286,1.4134,0.3084,1.0063,5.7161,6.4651,3.9829,91.6059,0.7619,0,0.5319,9.3679,4.9828,Low-Speed Maneuvering,Stationary
342,60,1,0,1,True,247,24.7000,0.0017,0.0000,0.0235,0.0000,0.3653,0.0000,0.0000,3.6526,0.0000,0.1052,2.5869,1.0000,0,0.0316,2.4340,0.0769,Stationary,Stationary
342,61,1,0,1,True,247,24.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0276,12.4548,0.3442,Stationary,Stationary
342,62,1,0,1,True,247,24.7000,0.0019,0.0000,0.0222,0.0000,0.3211,0.0000,0.0000,4.2139,0.0000,0.1824,4.4882,1.0000,0,0.0178,26.8285,0.4785,Stationary,Stationary
342,64,2,0,1,False,217,21.7000,0.9588,0.1471,1.4912,4.2642,4.5992,0.6596,1.8868,6.8215,11.9439,4.4624,96.3877,0.6959,2,0.8002,26.8430,21.4790,Low-Speed Maneuvering,Stationary
342,65,1,0,1,True,45,4.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1242,2.6436,0.3283,Stationary,Stationary
342,66,1,0,1,True,32,3.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0839,1.9944,0.1673,Stationary,Stationary
342,69,1,0,1,True,245,24.5000,0.0005,0.0000,0.0076,0.0000,0.1194,0.0000,0.0000,1.1944,0.0000,0.0467,1.1399,1.0000,0,0.0076,20.7401,0.1583,Stationary,Stationary
342,70,1,0,1,True,67,6.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0019,2.1443,0.0042,Stationary,Stationary
342,71,1,0,1,True,245,24.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0288,18.0707,0.5213,Stationary,Stationary
342,73,1,0,1,True,188,18.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0410,12.0927,0.4962,Stationary,Stationary
342,74,1,0,1,True,245,24.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1140,9.6168,1.0967,Stationary,Stationary
342,75,1,0,1,True,245,24.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0082,8.8878,0.0728,Stationary,Stationary
342,76,1,0,1,True,234,23.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0114,20.5787,0.2348,Stationary,Stationary
342,78,2,0,1,False,228,22.8000,0.3024,0.0590,0.4682,1.3747,1.4629,0.2080,0.9753,2.8868,7.0295,2.1590,49.0094,0.7851,0,0.5945,11.1895,6.6521,Low-Speed Maneuvering,Stationary
342,81,2,0,1,False,226,22.6000,0.3629,0.0845,0.5504,1.6307,1.7281,0.2721,0.9426,9.6739,5.9452,2.8330,63.7436,0.7743,1,0.7225,10.6762,7.7133,Low-Speed Maneuvering,Stationary
342,82,1,0,1,True,244,24.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0194,25.4773,0.4934,Stationary,Stationary
342,83,1,0,1,True,95,9.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1279,6.3128,0.8074,Stationary,Stationary
342,85,1,0,1,True,244,24.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0374,32.3675,1.2094,Stationary,Stationary
342,88,0,0,1,False,37,3.7000,5.2849,5.4075,1.0314,6.2193,6.7115,1.9387,16.7972,67.1154,110.8126,0.8533,3.0718,0.0270,0,0.9600,19.3278,18.5543,High-Speed Cruising,Stationary
342,95,2,0,1,False,222,22.2000,0.3713,0.0821,0.6041,1.7018,1.8805,0.2996,1.2050,2.5464,8.6698,3.1555,69.7368,0.8063,0,0.6652,11.4935,7.6456,Low-Speed Maneuvering,Stationary
342,103,1,0,1,True,239,23.9000,0.0005,0.0000,0.0075,0.0000,0.1163,0.0000,0.0000,1.1629,0.0000,0.0237,0.5643,1.0000,0,0.0134,25.7833,0.3462,Stationary,Stationary
342,104,1,0,1,True,93,9.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0186,6.0741,0.1131,Stationary,Stationary
342,108,0,1,0,True,50,5.0000,12.1746,12.7565,2.5666,13.5077,14.0865,1.3833,12.1454,140.8648,223.1054,0.5231,2.5631,0.0400,0,0.9975,61.9115,61.7541,High-Speed Cruising,High-Speed (Curved)
342,117,1,0,1,True,193,19.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0262,10.8633,0.2850,Stationary,Stationary
342,140,1,0,1,True,220,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0236,3.7440,0.0883,Stationary,Stationary
342,145,1,0,1,True,44,4.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.2913,1.9116,0.5569,Stationary,Stationary
342,154,1,0,1,True,219,21.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0119,24.5698,0.2934,Stationary,Stationary
342,158,3,0,1,False,32,3.2000,0.2019,0.1423,0.3303,0.7770,1.4570,0.0110,8.4188,15.8827,145.6959,2.5636,7.9473,0.9375,1,0.3688,2.0913,0.7714,Idling and Creeping,Stationary
342,164,1,0,1,True,215,21.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.0206,23.3000,0.4799,Stationary,Stationary
342,168,0,0,1,False,213,21.3000,2.9388,0.6414,3.8672,12.5052,13.1342,0.6280,2.5067,128.7903,7.5126,3.2177,68.2154,0.4883,1,0.9712,57.6610,55.9996,High-Speed Cruising,Stationary
342,169,1,0,1,True,68,6.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1426,2.0272,0.2892,Stationary,Stationary
342,194,0,0,1,False,32,3.2000,6.6442,6.7711,1.2725,7.6364,8.2101,1.9387,17.9300,82.1012,160.9479,0.8865,2.7483,0.0312,0,0.9702,19.4697,18.8900,High-Speed Cruising,Stationary
342,195,1,0,1,True,53,5.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0.1222,2.1818,0.2666,Stationary,Stationary
342,199,2,0,1,False,55,5.5000,0.1777,0.1173,0.2418,0.3743,1.7585,0.7572,3.8311,21.5429,35.2242,7.0581,39.7241,0.9636,1,0.1353,3.1256,0.4228,Low-Speed Maneuvering,Stationary
