uID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
11,3.5362401533893246,1.5585271179953766,0.7361624739453041,0.6121258763437025,0.37761697203700845,0.22309578606319963,0.2540018445448811,0.5191062002213274,0.2870661958600946,0.4882809346702996,0.14859516644274814,0.24917618513511378,0.7536582197331705,0.35484607710446525,0.0,0.3250994618647096,0.14442874924383123,0.15851345171008066,0.1285830909340542,0.2352787834495688,0.10752895647340041,0.21753171087966172,0.2777940977967983,0.0,0.26235495674657716,0.17196462575906146,0.4329936968663513,0.06534148957133012,0.2553583652816741,0.008416173759470217
12,2.776187557912222,1.1180305536110493,0.6160465952519468,0.39748761787606923,0.23692126476261385,0.3780689984462424,0.2741652880014848,0.39137243816239464,0.36395179499277264,0.5738137969019588,0.12050936475657717,0.24698405214605423,0.5337554521643205,0.33641197640974935,0.3730616987176857,0.2592594911450768,0.30189503879397367,0.42700252378978654,0.23222838323815612,0.44968216952741663,0.20178268605548386,0.20823593184938266,0.4740585306909226,0.14433934123161468,0.24320947108412452,0.16989390575296598,0.18580457361917319,0.3771444831899863,0.266097931143214,0.21730743611389292
13,2.838481954393403,1.11555527577149,0.5816752249729098,0.43240065253156856,0.4368580294907919,0.1936682689706678,0.3903338475631647,0.10697093085264665,0.3418819172282728,0.2580748281860967,0.07438125213553684,0.3057659757335078,0.19678988441414788,0.20669889540389655,0.4692887636602396,0.2787512943028671,0.3747991797219418,0.4316822980571783,0.25445660084851635,0.42790110990239577,0.3849305521290957,0.3201418455186723,0.6462543536312164,0.2231679540680711,0.26981358813885004,0.17128593835229375,0.20396300156346656,0.3593043837281285,0.16337677758644265,0.3095106394459788
14,3.2345365695472084,1.3704634932370108,0.67045019783762,0.4052795703119152,0.2944024159953157,0.31463402297298854,0.372817974512487,0.3009997832506932,0.2712791408351903,0.28582136678378495,0.1375850002365265,0.20603655276931374,0.4200921327581816,0.32417445616539664,0.20584084798434188,0.31262899775870584,0.1373468940157971,0.28996449533465707,0.2333210869213871,0.3258732645554182,0.10831813282453528,0.25299388243139037,0.2359090489252749,0.20833317650081024,0.27415809418748516,0.25465040798890914,0.25286246897502035,0.33755234125161054,0.3548579120651763,0.3177504641066417
15,3.1645205521527613,1.3367176409306014,0.65603859570027,0.42409205083746315,0.31339162389980596,0.3802984982667709,0.3928973807565143,0.2982284849860908,0.31566003329298925,0.24475640249558495,0.1205890506754928,0.22161906511233323,0.5823511773461464,0.250863606966266,0.2450245236099682,0.32762342835637887,0.25789909334132033,0.2663125102014659,0.14845772880782324,0.4174619159222257,0.26264624968409955,0.17810914110892673,0.36725578791996444,0.08030490078104889,0.33644843533246394,0.2948648929317852,0.2064253306470232,0.24050519922427688,0.29147098667307764,0.13412363731439425
16,2.8838539716314093,1.1915177762606182,0.6267241794264666,0.39746839972505854,0.25608290282478885,0.37138818143352903,0.35730909198237976,0.20328610727395338,0.3502776784841571,0.2783908651699905,0.10600814318360816,0.20831702279271888,0.4296982569456979,0.22641651702883148,0.33032992180663023,0.26782161411691335,0.19813072062769696,0.36525093389318103,0.33479304685889716,0.48626126261035413,0.2451901859720615,0.1969448173911248,0.41929870808599834,0.27389595779576364,0.32120337735675986,0.3051899241696821,0.24766409747844256,0.2756774459966537,0.29111915116095993,0.3199990965382961
17,2.865658104487516,1.123870668212532,0.5360630101475531,0.47477253220165594,0.38104915544029866,0.08696789099478935,0.42102341353940814,0.28588871880940436,0.13409496314149402,0.006148150502437817,0.26363521110977955,0.2556851722299978,0.3313303575122734,0.2763449533879435,0.6235137771337468,0.26388260806722097,0.22314855567967773,0.33410631687807385,0.14712177114698427,0.36605808037285503,0.09443328942551323,0.2468656292089323,0.2589373775795269,0.5597887930881146,0.18366276393244094,0.2992073385627612,0.40996756303835946,0.43366678144840753,0.2611119030974047,0.5782240242110129
18,2.4890781041832004,0.9427382366687816,0.30184815800174103,0.5893870702245825,0.6125187066063617,0.2815298313085549,0.21269043595653583,0.2876905963140453,0.38945416848599734,0.09796134125149082,0.10834003677653502,0.657583498496118,0.6564559949256035,0.0,0.04036891574887599,0.0036189679107658905,0.2720947081282008,0.24752230530612562,0.4556497890549586,0.0644321959500008,0.5276066885263476,0.42077139739297176,0.4429969963511273,0.2696553704104077,0.006648813164136687,0.4755324011769606,0.6049722016831005,0.5944818179032129,0.3540937865768511,0.5449575922932187
19,2.610972900479284,1.0586327306968966,0.6135756189522034,0.3644515774374748,0.323785570924674,0.5817547289554496,0.3436267661120533,0.14355373512543412,0.2729256262826718,0.2912816166646548,0.1548966608727726,0.19986222768720238,0.5603283573064264,0.3090703502893466,0.4327062728984035,0.2771516035817906,0.36179143509776396,0.258543581849832,0.20088020891527214,0.44594277975029906,0.435885841069479,0.2664651784241873,0.3196678701589109,0.32960868446671626,0.27587001714046616,0.4189044350994742,0.3185957625495724,0.28999259227547,0.17569300950689662,0.22875768643911265
20,2.5312424243320204,0.97791009914567,0.5180430841275487,0.3607656400201022,0.25869545444471825,0.3675986186023777,0.34301333439799825,0.17920244419841694,0.4136803665149005,0.4499340401746315,0.11921240537330918,0.251535777047275,0.36810763558881543,0.28108444681600425,0.4882919150295029,0.23860934342601567,0.25455449845381506,0.4390993494859372,0.28448196510189466,0.5210603905933764,0.25690293046828316,0.21521374064572701,0.5625093636829644,0.3598420703785263,0.26133768133628976,0.3180577055976954,0.21810216251793885,0.3807143029415856,0.24624536205463501,0.33229141126449213
21,3.240162316303146,1.3797882956177,0.6945292579421327,0.47530226990601704,0.25678878698876323,0.33101327928395896,0.3344393112106596,0.31396474536169305,0.31124785669980537,0.3521008505837868,0.1292766925477362,0.2595955822067109,0.3346785146211331,0.24444864649634737,0.1675272588230246,0.33637342505180534,0.0756316343976256,0.31991608809165556,0.33684532479014234,0.29511260655334426,0.21894110984560416,0.27719211259281284,0.35168226258648777,0.13297542862531964,0.28619891451682933,0.21385382508671946,0.2587266687920395,0.3098703918436807,0.24985772586766028,0.231576910232349
22,2.2375987675572855,0.8318716538335003,0.47840757472960016,0.2938222446661563,0.5323539275951092,0.240377698366887,0.2970539792185792,0.17031075331550316,0.2403749299688428,0.4933761323666613,0.20390902071424605,0.15551320981632372,0.6365725191777821,0.212359766392355,0.3816031622820786,0.3034526992976867,0.30095230882757956,0.2302546211913578,0.2582721026611591,0.16554382181641034,0.45611398036371814,0.13681994345243972,0.5597231340124268,0.5524683255609669,0.14422618521777233,0.5750248427414058,0.5128325418318687,0.5306427061693678,0.36877398139618045,0.26128191611480583
23,2.3507269876059937,0.880569070304803,0.48011340261328256,0.36917050632100973,0.36340276286178697,0.5276550733463098,0.39183002027022906,0.38868517883441445,0.32815925425821835,0.9456952575365192,0.09947435015306397,0.378966738631712,0.3391502504424949,0.19536172839565027,0.4027517738514359,0.316256614930964,0.3262384580051676,0.3973289577996062,0.047098587063588035,0.5327992704367294,0.38081649850809035,0.29152093956874575,0.4215477787863431,0.2807896979645417,0.19944717143166113,0.2051293462761725,0.17461017064626558,0.3202824345321519,0.20783564381283845,0.3147896276059159
24,3.365819626946777,1.4356979610780016,0.7232752938866299,0.41039061428757423,0.4045243916590798,0.3111895893890727,0.2993939337600278,0.2684724996781231,0.2994974354091761,0.03754302433449988,0.09311518160047573,0.3270482272314285,0.2320278101952203,0.2286059284484433,0.2044480976335444,0.24233960420612097,0.4054547433179824,0.27285595716649025,0.17720304816832358,0.3051725618799351,0.5295714063956275,0.2635341772970646,0.4684669710791837,0.13354846600607212,0.3103573241080529,0.17157279039688783,0.3132466457099166,0.26354737676635465,0.293894940887798,0.17117291316887584
25,3.2318674085726986,1.4017539043023077,0.7358053163376131,0.5206557110905835,0.26629225483086383,0.3849773023415611,0.29036758913112026,0.5093460898802816,0.3379903214539403,0.5535028599760902,0.1440208900183559,0.4184700166032629,0.36132533267440803,0.14166912917747937,0.0,0.386256169721653,0.054554644797796224,0.19478132345339216,0.1955124749443177,0.13953653844221367,0.14882338711932963,0.4210218824703569,0.033811285268098026,0.1709258069875757,0.28376230569506394,0.30562906733382456,0.2896158678831287,0.2581043639591032,0.26944092832244715,0.29329525848971705
26,2.854762672940415,1.2417337658943757,0.6587236732239448,0.6398887357320961,0.5761460381305743,0.016433991375897246,0.5130636475919325,0.08166380666751966,0.200134287532003,0.8388091968607232,0.089124656493541,0.11615509950661258,0.04253404838765764,0.2610867980006286,0.00027420708599645583,0.32655549749025536,0.20765158053943714,0.04702547450646461,0.7638833557868965,0.2690555236872607,0.0,0.08247103436017342,0.723128274139633,0.16749609238605828,0.4193129310760403,0.5113538612426282,0.4747341469667334,0.0690593580704905,0.36610026588661976,0.09354296411079283
27,3.1439809817843796,1.3049216444137772,0.6964447727720792,0.2932137390117303,0.521473292348561,0.2184396621846763,0.36807726051165257,0.16563607256557666,0.1714803217434644,0.10694470736475781,0.1783210505989909,0.2537807996299847,0.0958537287275519,0.3168414455751062,0.3212693228965142,0.20773206257868262,0.16799869069425905,0.32797777900053554,0.29056544893026814,0.27112377680218097,0.5893655982183779,0.21941508004711005,0.4408971540283883,0.22258761753250017,0.36886093326190045,0.29119821909869814,0.1911751422856119,0.42295558503809566,0.2517293447020428,0.3249711843103553
28,3.332069962169777,1.4082673779135826,0.6924220152406303,0.40708932099232387,0.39438418039716494,0.27525848774220196,0.3080726670051394,0.3808933073360103,0.354447699507661,0.21955172065691908,0.06319716914447046,0.41089241192238274,0.1416449706577647,0.20671596163628334,0.0836377942219826,0.2728245976982384,0.016673490878904296,0.22796204552671953,0.27031953813384246,0.2409438524828542,0.5134264380500726,0.3731285908704571,0.432322723110572,0.20438381810931475,0.2776125407238409,0.2023545351729852,0.26553384235207383,0.2914866732303976,0.23847675578118918,0.306417514372848
29,2.773347319033428,1.1279385599291298,0.5665860680856871,0.4035663301717886,0.2983767667945855,0.3191204915275859,0.29009680877452587,0.16475704265089602,0.3878755914395977,0.36480803298461545,0.07222286645423,0.251026429902617,0.40636267510955504,0.3203418280932927,0.3547091350806683,0.20447789306868905,0.3234758280567683,0.4116955017893398,0.20757442316882607,0.4260452741834086,0.4540989149092263,0.13597300704610482,0.6863185362825618,0.33455536931699004,0.3236155176991984,0.19940737223104524,0.24453879478738716,0.35136987023529626,0.31215662450673987,0.1910050049596726
30,2.3408749337266035,0.8808518851901062,0.4693654700120855,0.3994402358813071,0.27495469284344737,0.309976386472152,0.25903565494462766,0.11977295673771968,0.38948406799232094,0.4653832106266571,0.13531151224885493,0.2971735670840977,0.412530993840514,0.33388276518831,0.4787570476974219,0.21860457885379433,0.3062004065714815,0.4555239785791136,0.291638617645052,0.4728947791838281,0.2646905750001822,0.18196370385018176,0.5710305211696294,0.41666723733594924,0.24386619322495304,0.39816651274472414,0.22869011776795264,0.507145787661338,0.2857686254252134,0.369959683580664
31,2.135625623291273,0.7784540910311158,0.4210329154339939,0.46709946317987433,0.2642865545635519,0.40066710149275364,0.18816427577212128,0.13004739716792676,0.500103803049463,0.39991359026744566,0.0918447404813063,0.34656402700897754,0.21638853636470334,0.3519341736847869,0.4777239192559344,0.16922191055012742,0.15033460056820405,0.39374851555856516,0.36204410090065153,0.45841856707723105,0.4930202201069107,0.2645338455248336,0.514243599927485,0.47610689107749793,0.23243462539974552,0.5728666134267819,0.2021056727087141,0.49969269035412706,0.3905916673707191,0.4635430269521926
32,3.336810781502441,1.4115197508221242,0.6671618839101253,0.43954303458411326,0.3104122836879001,0.25879634462572576,0.38019971199337754,0.16061548394927025,0.28609107181873816,0.12312052943910737,0.13652103376273428,0.20941002691607036,0.2158925787005067,0.27329750773511946,0.09161947492922466,0.24036966292073234,0.10076085882190734,0.2694797251298422,0.32002309535474077,0.2817209772730205,0.28581677789549537,0.20974132663445985,0.387736193591234,0.365381865661689,0.33475977434538523,0.24275718413539465,0.31295026663719405,0.33977866850171407,0.40632614993897714,0.312385618929731
33,3.5345376685581003,1.520419209332035,0.7074294477770825,0.6579032052522685,0.291672454209744,0.3747728822734659,0.4670304916013765,0.3766437555007637,0.27485830546048096,0.09150739868947162,0.023319402986588834,0.525558758611979,0.0,0.001822076857652971,0.0,0.3392689353840977,0.4121446615065738,0.2194365488088123,0.12685502452075015,0.4590100521259105,0.49265805651038036,0.29346251521355626,0.7074916177671816,0.007670617610529885,0.5451748841814789,0.10210573166504502,0.18265098143395092,0.09184898629597854,0.008915884073141648,0.026913002060690663
34,2.9196561865553234,1.2292077808644615,0.6224330148574323,0.5205259104215758,0.40339881644915454,0.5858553269184565,0.20410052866480616,0.12747372669117812,0.3436815322931855,0.39342527050605464,0.1365320017335356,0.2917109006631216,0.19713764123117794,0.20902036138804328,0.14662019861834893,0.3396228186511657,0.15156524640446242,0.20600094945056183,0.44699607780632467,0.21020612757232074,0.4336379459321399,0.3449780185629482,0.4182010970533084,0.2087006600879802,0.1748877166615172,0.21398519321690151,0.30735272047978335,0.35005809783888253,0.44475105984494484,0.29417310467285523
35,3.552731874492015,1.5532449380035986,0.6883225094334282,0.3970598070181465,0.4337478219055134,0.15458775075471803,0.35518148328196364,0.45186926591566456,0.3300631410209073,0.35464827627148976,0.12395663025850365,0.25531150941733943,0.22538312992241155,0.3599417062130112,0.01917231053183433,0.17237867409730756,0.0,0.23484039508197366,0.21301404535049362,0.2327962685570395,0.3760017239155527,0.30733853391997484,0.29313964558484423,0.15238567843100354,0.3913204392630465,0.25723319669906464,0.3202265641121785,0.16192108077132644,0.15791127888404127,0.25941345373080776
36,2.6619764951437523,1.0518101501081307,0.6098420942499219,0.5125808215269867,0.18202631286017915,0.3501593843923681,0.44784226250989323,0.0,0.2899961323794059,0.26725830607185685,0.26073905550026155,0.19850561837858963,0.043727984572951614,0.3351423730834754,0.8439576753250626,0.20027307591286708,0.618366675025325,0.34250546972210455,0.021993812520984656,0.3963260280675946,0.34972149800555796,0.2518047476723185,0.20390073212967022,0.6297365298777509,0.3692233850692736,0.23564191127187287,0.4233556408238778,0.1151944600310074,0.34276062143709474,0.46632265569530756
37,2.425977320163013,0.94089781683909,0.5228121504452794,0.3443931710547189,0.33640952919075806,0.38429369881254144,0.14427818689748326,0.15091957548036897,0.4982061628597161,0.49829982899717035,0.12091217847078219,0.29329372186953145,0.4904614408170116,0.3929703812776651,0.36253888125121747,0.16466455301015454,0.06810849357532639,0.38155655878482425,0.41325576016776544,0.357798499477159,0.3748209832622602,0.25420377557238016,0.4230738162907783,0.3677958787114803,0.2716244538861863,0.4072094375953663,0.16109225571191857,0.49644012806751003,0.3602678627787148,0.3806837107324399
38,3.1997712880886633,1.3595446727197176,0.6807018781189272,0.42031891126819415,0.326676838624212,0.2895412789507943,0.28404328629493864,0.13897675642691046,0.3268086658913001,0.2262070363137316,0.16066718740134195,0.20086142832795176,0.4413369817522382,0.3270030456642459,0.26775464203719623,0.2818052278002858,0.15824131833796917,0.30903077600809375,0.3640858521871446,0.2690210674798899,0.12885526103358014,0.2703294832944351,0.34928656436901606,0.2292931415639904,0.2727088587325132,0.20143140848628557,0.20856530151143812,0.3099128895364304,0.4239794580086221,0.306151409705217
39,2.0204509071265973,0.6759253769873709,0.3807938995407225,0.25259137762089,0.33411018644003976,0.44628501312704566,0.2891967069621697,0.07334753623647673,0.3634512936152667,0.2598616448175383,0.1729345605528591,0.20656736560394795,0.33493151314106934,0.2596646849074886,0.5044010396463896,0.24322886793833556,0.25870902841645493,0.38844075845339454,0.35091592473965194,0.5409291991943838,0.4207914883488873,0.09639987780121576,0.6122152802205839,0.6155844768099913,0.19038659926170962,0.6579985345028307,0.3673118916467914,0.6314707957330038,0.33362604696677745,0.4474999523649148
40,3.481086630685569,1.517933817956309,0.7687946143570632,0.46541378281840673,0.2956662827761354,0.21303773241107404,0.3953634901314235,0.26683902107082813,0.2766321441134114,0.27167561608844576,0.09194479783705754,0.31136641307583957,0.11210756482466283,0.22164324546789677,0.0881826309111652,0.23392530379116125,0.14720609251605435,0.27347694270073397,0.315163367141739,0.26793080443701256,0.3894445041496824,0.3006490389021897,0.33748343774738704,0.12900036706661416,0.3958694152163958,0.1369874505360639,0.26315147008812717,0.2423252785027841,0.27834003307614585,0.2879565968760292
41,2.9819819348734655,1.2019101305481827,0.651616819960792,0.41514628018994326,0.34646005224380527,0.4229369194242606,0.35275636478739236,0.2086703445337992,0.34525043873470374,0.2791087634742313,0.05274509787655553,0.382518480906752,0.1763451437961702,0.07770276022319278,0.26190060245256397,0.4151634984339866,0.2797047979790471,0.37430979733430403,0.3562103277113852,0.47454602704931664,0.39720223712217645,0.28004783978620773,0.6564632794889219,0.0884955968828837,0.3274192552905315,0.17208717556352188,0.24205217990290642,0.28015563329668236,0.025945033937541634,0.2586295646918874
42,2.65918032202473,1.0009492515990202,0.5421280548463911,0.6129094695088746,0.42169900222107415,0.25304612949263416,0.3543597220625604,0.13315089020432103,0.2470737046515336,0.1536831784493218,0.11633510105651704,0.46718821894085055,0.06121984928000844,0.0428367638707337,0.5950136146692809,0.36130320133017263,0.2826841412773882,0.40278827603764644,0.19368462605517606,0.474954162901526,0.4821090577287439,0.3216423759317266,0.6449019558875012,0.3334921614177816,0.27713994235814754,0.27279153845706416,0.25401500439050345,0.3793070105400458,0.0997269029387189,0.32310367226572106
43,3.0103234622712374,1.270167575929853,0.6949471238849232,0.34890025784302403,0.38832572752672206,0.4650198180738826,0.23912368344689575,0.3084951261829044,0.3727958840142246,0.6465582482932797,0.16778977487335525,0.1807168683329351,0.7599202899683999,0.3579374782777733,0.4244580025884744,0.35291270561866706,0.15236250894402678,0.3555164557551933,0.2079461862530914,0.3755311597362863,0.027543743134234404,0.30639861085884873,0.295942336322611,0.0,0.25290040322573887,0.0891958493702735,0.21252689211223755,0.16574903255592047,0.20621182884237724,0.20450709685393642
44,2.2428028491399705,0.799744732950722,0.3858054347007099,0.4839975661661705,0.5543409150201282,0.27469742203806446,0.13988073446955088,0.07555698787731563,0.46707310282507225,0.2489084194370491,0.11036846468022951,0.449446113924312,0.3215865303148943,0.3227294426595631,0.5003742841771184,0.22947751635475122,0.29498158489217924,0.2790044599245703,0.2954666084079559,0.36394491187856115,0.44451992680000774,0.3596999873713376,0.42604795879757534,0.4601745168459276,0.17601410223403174,0.45382466277396777,0.3710062071640094,0.5328547900788811,0.169000047516204,0.5845423013117638
45,2.1251422098470685,0.8032147909565988,0.33003245070947207,0.4037052912873813,0.11190690357679663,0.237472360943901,0.36015344649744985,0.3203166674450081,0.47952654020678553,0.40583095609726816,0.11696027690484273,0.391474026057592,0.00976435906386133,0.3246441144998605,0.10697745487172473,0.20902069688152924,0.05272605937516575,0.22841473470597118,0.4119617385542455,0.40000848208226625,0.4146209822922267,0.14846635877967468,0.4408593868393253,0.6491744088733374,0.2901708430667215,1.0736896055608882,0.1515825301294464,0.5051737815838587,0.4812404351265493,0.4911853520769877
46,3.013677108019176,1.2113437895915973,0.6358514030318143,0.41355836397512513,0.31286452553915567,0.19184561164608135,0.329758002680956,0.020541734992090693,0.31709166911734565,0.3401919521578441,0.12425436555574924,0.2258209579727938,0.23039234092550784,0.26137727356861695,0.4244068851325537,0.2149139431064832,0.1949796505574438,0.5175828479557582,0.2542521141230336,0.4886715018531284,0.3248715378936039,0.11266585572814183,0.6245612441560137,0.3080814227830589,0.3424293279415796,0.19336693756497703,0.28580445728692266,0.25474163368943886,0.34430186105053767,0.27804598111909967
47,2.8822324319509587,1.1621440927283788,0.6064069076102447,0.4567387224340582,0.32135310148142465,0.34859656283352675,0.2686132218208851,0.2924048322582244,0.37048435082688946,0.4514071374694487,0.10398291230869987,0.2500781401482814,0.412556914145487,0.31151439404344755,0.30930940530662915,0.27408446521662033,0.1157240355818856,0.3976111095188598,0.35720715259219643,0.3973064043290563,0.1845984487480567,0.23325479547351946,0.43755179487371265,0.2011666902905058,0.25278462596192564,0.20403537090041324,0.21483091997778223,0.3915234885168694,0.30298412335392855,0.2847036327694684
48,2.317568256307569,0.9126023647944105,0.4510085312135135,0.43349639362514064,0.5186315071311646,0.05395010967463203,0.6115612074842491,0.24739908689250653,0.1725581832543951,0.6548769526123789,0.08056395126716945,0.4183904005729639,0.0,0.20876813522841783,0.0,0.09752506698275865,0.4003559650350862,0.08117329472353989,0.3916194839005479,0.06331436378106112,0.5238198538120628,0.359986563768138,0.41331768750157294,0.6149929372779604,0.3139645623503492,0.8174643445066782,0.2798356825272701,0.285460697510571,0.3535512102253432,0.541159720615815
49,3.71420087372059,1.6208165072807688,0.7719715518406437,0.6252814889628757,0.30527403673263426,0.18373094485988317,0.39017450396654313,0.3563061439585362,0.2430566454502042,0.0477371168464564,0.13403260108639808,0.22705714695310888,0.2422020743677987,0.2334804071736685,0.05989788783310429,0.3040188449113217,0.2850292245528506,0.2667971752071773,0.20560487707570432,0.23545407695126555,0.16605488167328183,0.25170843134059917,0.32498217381702343,0.11695983080405124,0.35831595253497966,0.07938063807682544,0.2499606000438635,0.2602990438010298,0.3341398685393643,0.17912193166094578
50,3.222858892011083,1.3680352956702038,0.6505910076297136,0.4275178453086991,0.36026264462114527,0.3659509733995656,0.3533368581154728,0.25883445127655186,0.21062257002211876,0.225286166562224,0.18505974948652681,0.19772531086052172,0.3130123874509998,0.26884036145285073,0.0673222670192677,0.30923515377268834,0.05080313569516442,0.25178431999478396,0.2906464727803723,0.24133934159571097,0.21478432757827798,0.20526672197928603,0.28387500628796086,0.30871208655571364,0.28465027985043484,0.2988120305774092,0.26076509184368685,0.4280792833883033,0.4388617912511615,0.30934337646554405
51,3.444046095708812,1.4787477186697056,0.7208610322572163,0.5079238486375418,0.27447545860102496,0.17982612952190552,0.31151998087834926,0.23457894291357184,0.385602436587853,0.24295259003717554,0.12538878237079967,0.24084527051764443,0.3106852194680113,0.3134129607379133,0.12255301032731555,0.25496694117307445,0.09951841055936665,0.27288707974338017,0.2552793964938014,0.2537637061549076,0.19205416510297688,0.2682103339685448,0.3144480692751083,0.24614562366098766,0.33457757051767184,0.16920326651421846,0.30186105326668755,0.21483616786353774,0.3470161232351011,0.3320106644838564
